Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,account.Contract,account.PaymentMethod,account.Charges.Total,daily_bill
0,1,0,0,0,3.0,Month-to-month,Mailed check,313.6,3.48
0,0,1,0,0,22.0,Month-to-month,Mailed check,1545.4,2.34
0,0,0,1,1,38.0,One year,Credit card (automatic),763.1,0.67
0,0,0,0,0,52.0,Two year,Bank transfer (automatic),3038.55,1.95
0,1,0,1,0,72.0,Two year,Mailed check,6033.1,2.79
0,1,0,1,0,72.0,Two year,Electronic check,8425.3,3.9
1,0,0,0,0,29.0,Month-to-month,Bank transfer (automatic),1970.5,2.26
1,1,0,0,0,1.0,Month-to-month,Mailed check,19.4,0.65
0,1,0,1,1,50.0,One year,Mailed check,938.95,0.63
0,0,0,1,1,7.0,Month-to-month,Mailed check,150.75,0.72
0,0,0,0,0,40.0,One year,Mailed check,2023.55,1.69
0,0,0,0,0,12.0,One year,Electronic check,260.7,0.72
0,0,0,0,0,9.0,Month-to-month,Bank transfer (automatic),530.05,1.96
0,0,0,0,0,8.0,Month-to-month,Electronic check,408.25,1.7
0,0,0,1,0,72.0,Two year,Bank transfer (automatic),7334.05,3.4
0,1,0,1,0,71.0,Two year,Credit card (automatic),5357.75,2.52
0,1,0,1,0,72.0,Two year,Credit card (automatic),1304.8,0.6
0,0,0,1,1,34.0,Two year,Mailed check,2839.45,2.78
0,1,0,0,0,24.0,One year,Electronic check,592.65,0.82
0,0,0,1,1,56.0,One year,Bank transfer (automatic),3808.0,2.27
0,0,1,0,0,52.0,Two year,Bank transfer (automatic),3103.25,1.99
0,0,0,1,1,55.0,Two year,Mailed check,1210.3,0.73
0,0,0,1,1,69.0,One year,Bank transfer (automatic),4134.7,2.0
0,0,0,1,0,68.0,Two year,Bank transfer (automatic),7553.6,3.7
1,0,0,0,0,1.0,Month-to-month,Electronic check,90.6,3.02
0,0,0,0,1,63.0,Two year,Credit card (automatic),1215.1,0.64
0,0,0,1,0,50.0,One year,Mailed check,5232.9,3.49
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),4804.65,2.22
0,1,0,1,1,70.0,Month-to-month,Electronic check,7554.05,3.6
0,0,0,1,1,39.0,Two year,Mailed check,757.95,0.65
1,0,1,0,0,2.0,Month-to-month,Electronic check,139.05,2.32
0,0,0,0,1,3.0,One year,Credit card (automatic),57.4,0.64
0,0,0,1,1,52.0,One year,Bank transfer (automatic),5301.1,3.4
1,1,1,0,0,33.0,Month-to-month,Credit card (automatic),2716.3,2.74
0,1,0,1,0,20.0,One year,Mailed check,1274.45,2.12
0,0,0,1,1,70.0,Two year,Bank transfer (automatic),5717.85,2.72
0,0,0,0,0,37.0,Month-to-month,Credit card (automatic),3541.4,3.19
0,0,1,0,0,7.0,Month-to-month,Mailed check,419.35,2.0
0,0,1,1,0,56.0,One year,Credit card (automatic),4014.0,2.39
0,0,0,1,0,57.0,Two year,Bank transfer (automatic),1115.6,0.65
0,1,0,0,1,48.0,One year,Bank transfer (automatic),3035.35,2.11
0,1,0,1,1,56.0,Month-to-month,Credit card (automatic),5432.2,3.23
1,1,0,1,1,19.0,One year,Electronic check,1875.55,3.29
0,1,1,1,0,62.0,Month-to-month,Electronic check,5618.3,3.02
0,0,0,1,0,23.0,One year,Bank transfer (automatic),1689.45,2.45
0,1,0,1,1,29.0,Month-to-month,Mailed check,1834.15,2.11
0,1,0,0,0,29.0,One year,Bank transfer (automatic),2243.9,2.58
1,1,0,0,0,2.0,Month-to-month,Credit card (automatic),134.7,2.24
1,1,0,0,0,1.0,Month-to-month,Electronic check,75.45,2.52
1,1,0,0,0,3.0,Month-to-month,Electronic check,228.4,2.54
0,0,0,1,1,21.0,One year,Credit card (automatic),1215.45,1.93
0,1,0,0,0,16.0,Month-to-month,Credit card (automatic),1170.5,2.44
0,0,0,1,1,16.0,Two year,Bank transfer (automatic),1114.85,2.32
1,0,0,1,0,5.0,Month-to-month,Mailed check,454.15,3.03
0,0,0,0,0,18.0,Month-to-month,Mailed check,892.7,1.65
0,0,0,1,1,33.0,One year,Mailed check,1955.4,1.98
0,1,0,1,1,35.0,Two year,Mailed check,655.3,0.62
0,1,0,1,0,71.0,Two year,Bank transfer (automatic),1730.65,0.81
0,1,0,1,1,71.0,Two year,Credit card (automatic),4973.4,2.33
0,0,0,1,1,33.0,Month-to-month,Credit card (automatic),2888.7,2.92
0,1,0,0,0,22.0,One year,Mailed check,475.1,0.72
0,0,0,0,0,68.0,Two year,Bank transfer (automatic),1386.9,0.68
0,1,0,0,1,27.0,One year,Credit card (automatic),552.9,0.68
0,0,0,0,0,6.0,Month-to-month,Mailed check,123.65,0.69
0,1,0,1,1,70.0,Two year,Mailed check,1782.05,0.85
0,0,0,1,0,49.0,Two year,Credit card (automatic),5174.35,3.52
0,1,1,1,0,44.0,Month-to-month,Electronic check,4040.2,3.06
0,0,0,0,1,2.0,One year,Bank transfer (automatic),38.25,0.64
0,1,0,0,0,1.0,Month-to-month,Mailed check,44.45,1.48
0,1,0,1,1,26.0,Two year,Credit card (automatic),515.75,0.66
0,1,0,0,0,46.0,Two year,Bank transfer (automatic),2893.4,2.1
0,0,0,0,0,10.0,Month-to-month,Mailed check,163.2,0.54
1,1,0,0,1,1.0,Month-to-month,Mailed check,31.35,1.05
0,1,0,0,1,1.0,Month-to-month,Mailed check,20.25,0.68
1,1,1,1,0,6.0,Month-to-month,Electronic check,519.15,2.88
0,1,0,0,0,32.0,One year,Mailed check,607.7,0.63
0,0,0,0,0,60.0,One year,Electronic check,2773.9,1.54
1,1,0,0,0,1.0,Month-to-month,Electronic check,69.9,2.33
1,0,0,1,1,6.0,Month-to-month,Credit card (automatic),365.35,2.03
0,0,0,1,1,23.0,One year,Mailed check,415.1,0.6
0,0,0,1,0,72.0,Two year,Bank transfer (automatic),6520.8,3.02
0,0,0,0,0,11.0,Month-to-month,Electronic check,888.65,2.69
0,0,0,1,1,5.0,Month-to-month,Electronic check,163.55,1.09
1,1,0,0,0,19.0,Month-to-month,Electronic check,1931.75,3.39
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),1857.85,0.86
1,1,0,0,0,1.0,Month-to-month,Mailed check,69.4,2.31
0,1,0,1,0,35.0,Month-to-month,Bank transfer (automatic),3161.2,3.01
0,1,0,1,1,58.0,Two year,Bank transfer (automatic),5563.65,3.2
0,0,0,1,1,69.0,Two year,Credit card (automatic),3772.5,1.82
1,0,1,1,0,50.0,Month-to-month,Electronic check,4888.7,3.26
1,0,0,0,0,13.0,Month-to-month,Electronic check,1115.2,2.86
0,0,0,0,1,72.0,Two year,Mailed check,1567.0,0.73
0,1,0,0,0,56.0,Two year,Credit card (automatic),4534.45,2.7
0,1,0,0,0,9.0,Month-to-month,Mailed check,657.5,2.44
1,1,0,1,1,3.0,Month-to-month,Electronic check,168.15,1.87
0,0,1,1,0,67.0,One year,Electronic check,7112.15,3.54
0,1,0,1,1,31.0,Month-to-month,Electronic check,2823.0,3.04
1,0,0,0,0,13.0,Month-to-month,Mailed check,999.45,2.56
0,1,0,0,0,31.0,Month-to-month,Electronic check,2979.2,3.2
0,0,0,1,1,70.0,Two year,Credit card (automatic),1411.2,0.67
0,1,0,0,0,1.0,Month-to-month,Mailed check,19.5,0.65
1,0,0,1,1,45.0,One year,Credit card (automatic),2319.8,1.72
0,0,0,1,1,55.0,One year,Credit card (automatic),4213.9,2.55
1,1,1,0,0,15.0,Month-to-month,Credit card (automatic),1133.9,2.52
1,0,0,0,0,1.0,Month-to-month,Electronic check,56.25,1.88
0,1,1,1,0,34.0,One year,Mailed check,3128.8,3.07
1,0,1,0,0,18.0,Month-to-month,Electronic check,1505.85,2.79
0,0,0,1,0,32.0,One year,Mailed check,593.2,0.62
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),8424.9,3.9
0,1,0,1,0,70.0,Two year,Mailed check,5536.5,2.64
0,0,0,1,0,49.0,One year,Electronic check,3472.05,2.36
0,0,0,1,0,2.0,Month-to-month,Credit card (automatic),147.8,2.46
0,0,0,1,1,37.0,Month-to-month,Electronic check,683.75,0.62
0,1,1,0,0,32.0,One year,Credit card (automatic),587.7,0.61
0,0,0,0,0,32.0,One year,Bank transfer (automatic),654.55,0.68
1,0,0,0,1,1.0,Month-to-month,Electronic check,79.35,2.64
0,1,0,0,0,2.0,Month-to-month,Mailed check,42.7,0.71
0,1,0,1,0,64.0,Month-to-month,Mailed check,4764.0,2.48
1,0,0,1,0,19.0,Month-to-month,Mailed check,1761.05,3.09
1,1,0,0,0,10.0,Month-to-month,Electronic check,1081.45,3.6
0,1,0,1,1,13.0,Month-to-month,Electronic check,930.05,2.38
0,0,0,0,1,41.0,One year,Credit card (automatic),865.0,0.7
0,1,0,0,0,9.0,Month-to-month,Electronic check,684.85,2.54
0,1,0,0,0,69.0,Two year,Credit card (automatic),5553.25,2.68
1,1,1,1,0,7.0,Month-to-month,Mailed check,467.55,2.23
0,0,0,0,1,22.0,Month-to-month,Electronic check,1816.75,2.75
0,0,0,1,1,23.0,Month-to-month,Credit card (automatic),1702.9,2.47
0,0,1,0,0,17.0,Month-to-month,Electronic check,1608.15,3.15
0,1,1,1,0,15.0,Month-to-month,Electronic check,1392.25,3.09
0,1,0,1,1,48.0,Two year,Bank transfer (automatic),1245.05,0.86
0,0,0,0,0,19.0,Month-to-month,Mailed check,1033.9,1.81
1,1,0,0,0,1.0,Month-to-month,Mailed check,70.6,2.35
1,1,0,1,1,19.0,Month-to-month,Electronic check,1465.75,2.57
0,0,0,1,0,53.0,One year,Electronic check,4872.2,3.06
0,1,0,0,0,53.0,One year,Credit card (automatic),3045.75,1.92
0,1,0,1,0,71.0,One year,Electronic check,7854.15,3.69
0,0,0,1,1,15.0,Month-to-month,Bank transfer (automatic),1559.25,3.47
0,1,0,0,0,2.0,Month-to-month,Mailed check,97.0,1.62
1,1,0,1,1,4.0,Month-to-month,Credit card (automatic),229.55,1.91
0,0,0,1,0,26.0,Month-to-month,Electronic check,1959.5,2.51
1,0,0,1,1,8.0,Month-to-month,Electronic check,680.05,2.83
0,1,0,0,0,18.0,Month-to-month,Bank transfer (automatic),1537.9,2.85
0,1,0,0,0,33.0,Month-to-month,Credit card (automatic),2245.4,2.27
0,0,0,0,0,72.0,Two year,Credit card (automatic),7853.7,3.64
0,0,0,0,0,6.0,Month-to-month,Mailed check,109.5,0.61
1,1,0,1,0,18.0,Month-to-month,Electronic check,1687.95,3.13
1,0,1,1,0,5.0,Month-to-month,Electronic check,334.8,2.23
0,1,1,0,0,21.0,Month-to-month,Electronic check,2271.85,3.61
1,1,1,0,0,32.0,Month-to-month,Credit card (automatic),3019.25,3.15
0,1,0,0,0,3.0,Month-to-month,Electronic check,96.85,1.08
1,1,0,0,0,1.0,Month-to-month,Electronic check,79.05,2.64
0,0,0,0,0,12.0,One year,Bank transfer (automatic),219.35,0.61
0,1,0,1,1,72.0,Two year,Bank transfer (automatic),7609.75,3.52
0,1,0,1,0,64.0,One year,Mailed check,6880.85,3.58
0,1,0,1,1,47.0,Two year,Mailed check,1160.45,0.82
0,1,0,0,0,2.0,Month-to-month,Bank transfer (automatic),87.9,1.46
0,1,0,1,1,72.0,One year,Electronic check,6588.95,3.05
0,1,0,1,1,46.0,Two year,Credit card (automatic),862.4,0.62
0,1,0,0,0,51.0,Month-to-month,Electronic check,4473.0,2.92
0,1,0,1,1,36.0,One year,Credit card (automatic),2188.5,2.03
1,1,0,1,0,10.0,Month-to-month,Electronic check,738.2,2.46
0,0,0,1,1,43.0,Month-to-month,Bank transfer (automatic),4039.0,3.13
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),6230.1,2.88
1,0,0,1,0,44.0,Month-to-month,Electronic check,4364.1,3.31
1,1,0,1,0,40.0,Month-to-month,Bank transfer (automatic),3706.95,3.09
0,0,1,0,0,35.0,One year,Electronic check,3726.15,3.55
0,0,0,1,1,37.0,Month-to-month,Electronic check,3532.85,3.18
0,0,0,1,1,23.0,Two year,Credit card (automatic),2198.3,3.19
0,0,0,0,0,65.0,Two year,Bank transfer (automatic),1698.55,0.87
0,0,1,1,0,72.0,One year,Credit card (automatic),7578.05,3.51
0,0,0,0,0,32.0,One year,Mailed check,2282.95,2.38
0,1,0,0,1,39.0,One year,Bank transfer (automatic),779.2,0.67
0,0,0,1,0,68.0,Two year,Mailed check,7990.05,3.92
0,0,0,1,1,24.0,One year,Electronic check,1367.75,1.9
0,0,0,0,0,16.0,Month-to-month,Electronic check,1340.1,2.79
0,1,0,0,0,12.0,One year,Credit card (automatic),267.0,0.74
0,0,0,0,0,66.0,Two year,Bank transfer (automatic),4017.45,2.03
0,1,0,0,0,58.0,Two year,Credit card (automatic),1474.35,0.85
1,1,0,0,0,12.0,Month-to-month,Mailed check,654.85,1.82
0,1,1,1,0,23.0,Month-to-month,Electronic check,2184.85,3.17
0,0,0,0,0,37.0,One year,Electronic check,695.05,0.63
0,1,0,0,0,1.0,Month-to-month,Mailed check,20.45,0.68
0,0,0,1,1,67.0,Two year,Bank transfer (automatic),4615.9,2.3
0,1,1,1,0,40.0,One year,Credit card (automatic),4116.8,3.43
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),6254.45,2.9
0,0,0,1,0,61.0,Two year,Bank transfer (automatic),5703.0,3.12
1,1,0,0,0,26.0,Month-to-month,Electronic check,2088.8,2.68
0,0,0,0,0,1.0,Month-to-month,Mailed check,29.9,1.0
1,1,0,0,0,9.0,Month-to-month,Electronic check,713.1,2.64
0,1,0,0,0,41.0,Two year,Mailed check,802.35,0.65
1,0,1,0,0,26.0,Month-to-month,Electronic check,2277.65,2.92
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),8476.5,3.92
0,1,1,0,0,54.0,One year,Electronic check,2966.95,1.83
0,1,0,1,0,70.0,Two year,Bank transfer (automatic),1940.85,0.92
0,1,0,1,1,61.0,Two year,Bank transfer (automatic),4976.15,2.72
1,0,1,0,0,5.0,Month-to-month,Credit card (automatic),446.05,2.97
0,0,0,1,1,48.0,One year,Credit card (automatic),5037.55,3.5
0,0,0,1,1,34.0,Month-to-month,Mailed check,716.4,0.7
0,1,0,0,0,35.0,One year,Mailed check,638.0,0.61
0,1,0,0,0,4.0,Month-to-month,Mailed check,360.55,3.0
1,1,0,1,1,20.0,Month-to-month,Electronic check,1470.95,2.45
0,0,0,1,1,2.0,Month-to-month,Bank transfer (automatic),44.75,0.75
0,0,1,0,0,1.0,Month-to-month,Electronic check,74.2,2.47
1,0,1,0,0,32.0,Month-to-month,Electronic check,2276.95,2.37
0,0,0,1,0,69.0,Two year,Credit card (automatic),4131.2,2.0
1,1,0,0,0,3.0,Month-to-month,Electronic check,329.95,3.67
0,1,0,1,1,72.0,Two year,Bank transfer (automatic),1798.9,0.83
0,1,0,0,0,17.0,Month-to-month,Mailed check,440.2,0.86
1,1,1,0,0,37.0,Month-to-month,Electronic check,3744.05,3.37
0,0,1,1,0,28.0,Month-to-month,Electronic check,3204.4,3.81
1,0,0,0,0,1.0,Month-to-month,Mailed check,25.1,0.84
1,1,0,0,0,30.0,Month-to-month,Electronic check,2755.35,3.06
0,0,0,0,0,5.0,Month-to-month,Mailed check,399.45,2.66
1,0,0,1,0,72.0,Two year,Electronic check,3937.45,1.82
0,0,1,0,0,32.0,Month-to-month,Bank transfer (automatic),1830.1,1.91
0,0,0,0,0,54.0,Two year,Bank transfer (automatic),5129.45,3.17
0,0,0,1,0,16.0,Month-to-month,Mailed check,314.45,0.66
0,0,0,0,0,13.0,Month-to-month,Mailed check,999.45,2.56
1,0,0,0,0,24.0,Month-to-month,Credit card (automatic),1240.25,1.72
0,0,0,0,0,1.0,Month-to-month,Mailed check,19.85,0.66
0,0,0,0,0,15.0,Month-to-month,Mailed check,299.4,0.67
0,1,0,1,1,39.0,One year,Electronic check,2343.85,2.0
1,1,0,0,0,5.0,Month-to-month,Electronic check,316.9,2.11
0,1,0,1,0,41.0,Two year,Electronic check,899.45,0.73
0,0,1,0,0,2.0,Month-to-month,Credit card (automatic),118.25,1.97
0,0,1,1,0,69.0,Two year,Credit card (automatic),6998.95,3.38
0,0,0,1,0,69.0,Two year,Bank transfer (automatic),7240.65,3.5
0,0,0,1,1,70.0,One year,Electronic check,7397.0,3.52
0,0,0,1,1,55.0,One year,Credit card (automatic),998.1,0.6
1,0,1,0,0,5.0,Month-to-month,Mailed check,415.55,2.77
0,1,0,1,0,70.0,Two year,Credit card (automatic),1433.8,0.68
0,1,0,0,1,41.0,One year,Mailed check,2894.55,2.35
0,0,0,0,0,25.0,One year,Credit card (automatic),527.5,0.7
0,1,0,1,1,23.0,One year,Credit card (automatic),1423.35,2.06
0,0,0,0,0,27.0,Two year,Bank transfer (automatic),1498.65,1.85
0,0,0,0,0,65.0,Month-to-month,Credit card (automatic),7107.0,3.64
0,1,0,1,1,22.0,One year,Bank transfer (automatic),488.25,0.74
0,1,1,1,0,61.0,One year,Mailed check,6066.55,3.32
0,0,0,0,0,52.0,Month-to-month,Bank transfer (automatic),2535.55,1.63
0,1,0,0,0,38.0,Month-to-month,Credit card (automatic),3691.2,3.24
0,0,0,0,0,3.0,Month-to-month,Electronic check,194.2,2.16
0,1,1,1,0,13.0,Month-to-month,Bank transfer (automatic),849.1,2.18
0,1,0,0,0,51.0,Two year,Mailed check,1234.6,0.81
0,1,0,1,1,40.0,Month-to-month,Electronic check,3292.3,2.74
0,1,0,0,0,18.0,Month-to-month,Mailed check,331.35,0.61
0,1,0,1,1,23.0,One year,Mailed check,436.9,0.63
1,0,0,0,0,1.0,Month-to-month,Credit card (automatic),80.15,2.67
1,0,0,0,0,16.0,Month-to-month,Electronic check,1422.1,2.96
0,1,0,1,0,72.0,Two year,Mailed check,4808.7,2.23
0,0,0,1,1,32.0,Month-to-month,Electronic check,3089.6,3.22
0,1,0,0,0,36.0,Month-to-month,Credit card (automatic),2854.95,2.64
0,0,0,0,0,68.0,One year,Credit card (automatic),3674.95,1.8
0,0,0,1,1,64.0,One year,Mailed check,1595.5,0.83
1,0,0,1,1,66.0,One year,Credit card (automatic),6615.15,3.34
0,1,0,1,1,26.0,One year,Bank transfer (automatic),505.9,0.65
1,1,0,1,1,17.0,Month-to-month,Electronic check,1515.1,2.97
1,1,0,0,1,6.0,Month-to-month,Mailed check,575.45,3.2
0,0,0,0,0,26.0,Month-to-month,Electronic check,2193.0,2.81
0,1,0,1,1,59.0,Two year,Credit card (automatic),5861.75,3.31
0,0,0,1,1,44.0,Month-to-month,Bank transfer (automatic),2419.55,1.83
1,0,0,1,1,4.0,Month-to-month,Electronic check,384.5,3.2
1,1,0,0,0,3.0,Month-to-month,Electronic check,267.6,2.97
0,0,0,0,0,13.0,Month-to-month,Mailed check,279.3,0.72
0,0,0,0,0,29.0,One year,Credit card (automatic),1082.75,1.24
0,0,0,1,0,72.0,Two year,Bank transfer (automatic),4919.7,2.28
0,0,0,1,0,34.0,Month-to-month,Electronic check,3414.65,3.35
0,1,0,0,0,46.0,Two year,Mailed check,1755.35,1.27
0,0,1,1,0,62.0,Two year,Credit card (automatic),4819.75,2.59
0,0,1,0,0,63.0,One year,Bank transfer (automatic),5243.05,2.77
1,0,0,0,0,1.0,Month-to-month,Mailed check,19.1,0.64
0,1,0,0,1,24.0,Two year,Mailed check,830.8,1.15
0,1,0,1,1,70.0,Two year,Credit card (automatic),6237.05,2.97
0,0,0,0,0,1.0,Month-to-month,Mailed check,19.75,0.66
1,0,0,1,0,16.0,Month-to-month,Electronic check,1378.25,2.87
0,1,1,0,0,1.0,Month-to-month,Mailed check,45.85,1.53
0,1,1,1,0,41.0,Month-to-month,Electronic check,2215.4,1.8
1,0,0,0,0,1.0,Month-to-month,Electronic check,45.65,1.52
0,0,0,0,0,56.0,Month-to-month,Credit card (automatic),2564.95,1.53
0,1,0,0,0,35.0,Month-to-month,Electronic check,2094.9,2.0
0,0,0,1,1,19.0,Month-to-month,Mailed check,382.2,0.67
0,0,0,0,0,13.0,Month-to-month,Mailed check,275.4,0.71
0,0,0,0,0,18.0,Month-to-month,Electronic check,607.3,1.12
0,1,0,0,0,62.0,Two year,Bank transfer (automatic),1429.65,0.77
0,0,0,0,0,7.0,Month-to-month,Electronic check,404.35,1.93
0,0,0,0,0,48.0,Month-to-month,Electronic check,2104.55,1.46
0,0,0,1,1,6.0,Month-to-month,Mailed check,518.75,2.88
0,1,1,0,0,64.0,Two year,Bank transfer (automatic),1198.05,0.62
1,1,0,0,0,1.0,Month-to-month,Mailed check,71.55,2.38
1,1,0,0,0,1.0,Month-to-month,Mailed check,19.65,0.65
1,0,0,1,1,1.0,Month-to-month,Bank transfer (automatic),44.35,1.48
0,1,0,0,0,10.0,Month-to-month,Credit card (automatic),436.2,1.45
0,0,0,0,0,1.0,Month-to-month,Bank transfer (automatic),44.15,1.47
0,0,0,1,0,33.0,Month-to-month,Mailed check,669.45,0.68
0,0,0,1,0,68.0,One year,Bank transfer (automatic),3975.7,1.95
0,0,0,0,0,26.0,One year,Credit card (automatic),2274.1,2.92
1,1,0,1,0,9.0,One year,Bank transfer (automatic),259.8,0.96
0,1,0,0,0,1.0,Month-to-month,Mailed check,25.35,0.85
0,1,0,1,1,71.0,One year,Electronic check,6300.85,2.96
1,1,1,0,0,3.0,Month-to-month,Electronic check,260.9,2.9
0,1,0,0,0,71.0,Two year,Bank transfer (automatic),3888.65,1.83
0,0,0,1,1,6.0,Month-to-month,Mailed check,119.3,0.66
1,0,0,0,0,2.0,Month-to-month,Bank transfer (automatic),144.55,2.41
0,1,0,1,0,72.0,Two year,Electronic check,4746.05,2.2
0,1,1,1,0,59.0,Two year,Credit card (automatic),3886.85,2.2
1,0,1,0,0,3.0,Month-to-month,Electronic check,235.5,2.62
0,1,0,0,0,59.0,Month-to-month,Electronic check,6519.75,3.68
0,0,0,0,0,57.0,Two year,Credit card (automatic),4166.35,2.44
0,1,0,1,1,35.0,Two year,Bank transfer (automatic),759.35,0.72
0,1,0,1,0,43.0,Month-to-month,Bank transfer (automatic),2907.35,2.25
1,1,0,1,1,49.0,Month-to-month,Electronic check,4254.85,2.89
0,1,1,1,0,67.0,Month-to-month,Credit card (automatic),6079.0,3.02
1,1,0,1,0,47.0,Month-to-month,Bank transfer (automatic),4065.0,2.88
0,1,0,0,0,46.0,One year,Bank transfer (automatic),1489.3,1.08
0,1,0,0,0,5.0,Month-to-month,Mailed check,426.35,2.84
0,1,0,1,0,72.0,Two year,Credit card (automatic),7114.25,3.29
0,0,0,0,0,48.0,Two year,Credit card (automatic),2627.35,1.82
1,0,0,0,1,12.0,Month-to-month,Electronic check,909.25,2.53
1,0,1,0,0,43.0,Month-to-month,Credit card (automatic),4600.7,3.57
0,1,0,0,0,5.0,Month-to-month,Mailed check,100.2,0.67
0,1,0,1,1,72.0,Two year,Credit card (automatic),1859.1,0.86
0,0,0,1,0,3.0,Month-to-month,Mailed check,55.25,0.61
0,1,1,0,0,1.0,Month-to-month,Electronic check,46.3,1.54
0,0,0,1,0,38.0,One year,Credit card (automatic),814.75,0.71
0,1,0,0,0,51.0,One year,Credit card (automatic),4126.2,2.7
0,1,0,0,0,57.0,One year,Mailed check,3134.7,1.83
0,1,0,1,0,65.0,Two year,Electronic check,6347.55,3.26
0,0,0,1,0,56.0,One year,Bank transfer (automatic),6109.65,3.64
0,0,0,1,0,17.0,Month-to-month,Electronic check,1579.7,3.1
0,0,0,0,0,5.0,Month-to-month,Electronic check,402.5,2.68
0,0,0,1,1,29.0,Two year,Mailed check,692.55,0.8
0,0,1,1,0,46.0,One year,Electronic check,4753.85,3.44
0,0,0,0,0,22.0,One year,Credit card (automatic),1783.6,2.7
0,1,0,0,0,9.0,One year,Electronic check,164.6,0.61
0,1,0,0,0,52.0,Two year,Credit card (automatic),3334.95,2.14
1,0,0,0,0,3.0,Month-to-month,Credit card (automatic),217.55,2.42
1,0,0,1,1,25.0,Month-to-month,Credit card (automatic),1502.65,2.0
1,1,1,0,0,9.0,Month-to-month,Credit card (automatic),919.4,3.41
0,0,1,0,0,64.0,Month-to-month,Electronic check,2751.0,1.43
0,1,0,1,0,63.0,Two year,Credit card (automatic),6330.4,3.35
0,0,0,0,0,50.0,Month-to-month,Electronic check,4729.75,3.15
1,0,0,1,1,22.0,Month-to-month,Electronic check,1206.05,1.83
0,1,0,0,0,15.0,Month-to-month,Electronic check,1566.75,3.48
0,1,0,0,1,57.0,Two year,Mailed check,1170.55,0.68
0,0,0,1,0,17.0,Month-to-month,Bank transfer (automatic),1322.55,2.59
0,1,0,0,0,6.0,Month-to-month,Electronic check,357.6,1.99
1,1,0,0,0,2.0,Month-to-month,Credit card (automatic),131.05,2.18
0,0,0,0,0,42.0,One year,Mailed check,958.1,0.76
0,1,0,0,0,1.0,Month-to-month,Electronic check,35.45,1.18
0,1,0,1,0,69.0,One year,Bank transfer (automatic),6841.45,3.31
1,0,0,0,1,15.0,Month-to-month,Bank transfer (automatic),994.8,2.21
0,1,1,0,0,6.0,Month-to-month,Electronic check,497.6,2.76
0,1,0,1,1,56.0,One year,Mailed check,2884.9,1.72
1,0,1,0,0,1.0,Month-to-month,Electronic check,85.0,2.83
0,1,0,1,1,4.0,Month-to-month,Mailed check,77.6,0.65
0,0,0,0,0,45.0,Month-to-month,Credit card (automatic),4192.15,3.11
0,1,0,1,0,22.0,Month-to-month,Credit card (automatic),2234.95,3.39
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),7251.7,3.36
1,0,1,0,0,5.0,Month-to-month,Electronic check,131.05,0.87
1,0,0,0,1,18.0,Month-to-month,Electronic check,553.0,1.02
0,1,0,1,0,66.0,Two year,Mailed check,6424.25,3.24
0,0,1,1,0,23.0,Month-to-month,Electronic check,2326.05,3.37
0,1,0,1,1,62.0,One year,Credit card (automatic),5791.85,3.11
0,0,0,0,0,23.0,Month-to-month,Electronic check,996.85,1.44
0,1,0,1,1,69.0,Two year,Credit card (automatic),6671.7,3.22
0,1,0,1,1,61.0,One year,Mailed check,1226.45,0.67
0,0,0,1,1,70.0,Two year,Bank transfer (automatic),5460.2,2.6
0,1,0,0,0,54.0,One year,Electronic check,4484.05,2.77
0,0,0,1,0,37.0,One year,Credit card (automatic),2479.25,2.23
0,0,0,1,1,71.0,Two year,Mailed check,5224.95,2.45
0,1,0,1,1,13.0,One year,Electronic check,877.35,2.25
0,1,0,1,0,71.0,Two year,Credit card (automatic),7365.3,3.46
0,1,0,0,0,4.0,Month-to-month,Mailed check,202.3,1.69
0,1,0,0,0,7.0,Month-to-month,Mailed check,173.0,0.82
0,1,0,1,0,68.0,Two year,Credit card (automatic),6302.85,3.09
0,1,1,0,0,32.0,Month-to-month,Credit card (automatic),2619.25,2.73
0,1,0,0,0,1.0,Month-to-month,Mailed check,62.8,2.09
0,1,0,0,0,4.0,One year,Mailed check,117.8,0.98
0,0,0,0,0,26.0,Month-to-month,Credit card (automatic),1406.9,1.8
1,0,0,0,0,42.0,One year,Credit card (automatic),3160.55,2.51
0,1,0,0,0,31.0,Two year,Bank transfer (automatic),609.1,0.65
0,1,0,1,1,69.0,One year,Credit card (automatic),6511.25,3.15
0,0,0,0,0,65.0,One year,Electronic check,5844.65,3.0
0,0,1,1,0,30.0,Month-to-month,Electronic check,2627.2,2.92
1,1,0,1,0,60.0,One year,Electronic check,5610.25,3.12
0,0,0,1,1,28.0,Month-to-month,Bank transfer (automatic),543.8,0.65
0,0,0,0,0,1.0,Month-to-month,Electronic check,85.0,2.83
1,0,0,0,0,2.0,Month-to-month,Mailed check,178.7,2.98
0,0,0,0,0,9.0,Month-to-month,Mailed check,186.15,0.69
0,0,0,0,0,44.0,One year,Electronic check,2265.0,1.72
0,1,0,0,1,71.0,Two year,Credit card (automatic),5522.7,2.59
